date,indicator,value,entity
2021-01-22,Daily hospital occupancy,555.0,Northern Ireland
2021-01-23,Daily hospital occupancy,562.0,Northern Ireland
2021-01-24,Daily hospital occupancy,585.0,Northern Ireland
2021-01-25,Daily hospital occupancy,567.0,Northern Ireland
2021-01-26,Daily hospital occupancy,557.0,Northern Ireland
2021-01-27,Daily hospital occupancy,541.0,Northern Ireland
2021-01-28,Daily hospital occupancy,512.0,Northern Ireland
2021-01-29,Daily hospital occupancy,501.0,Northern Ireland
2021-01-30,Daily hospital occupancy,511.0,Northern Ireland
2021-01-31,Daily hospital occupancy,516.0,Northern Ireland
2021-02-01,Daily hospital occupancy,507.0,Northern Ireland
2021-02-02,Daily hospital occupancy,499.0,Northern Ireland
2021-02-03,Daily hospital occupancy,478.0,Northern Ireland
2021-02-04,Daily hospital occupancy,456.0,Northern Ireland
2021-02-05,Daily hospital occupancy,427.0,Northern Ireland
2021-02-06,Daily hospital occupancy,429.0,Northern Ireland
2021-02-07,Daily hospital occupancy,429.0,Northern Ireland
2021-02-08,Daily hospital occupancy,411.0,Northern Ireland
2021-02-09,Daily hospital occupancy,388.0,Northern Ireland
2021-02-10,Daily hospital occupancy,370.0,Northern Ireland
2021-02-11,Daily hospital occupancy,348.0,Northern Ireland
2021-02-12,Daily hospital occupancy,331.0,Northern Ireland
2021-02-13,Daily hospital occupancy,334.0,Northern Ireland
2021-02-14,Daily hospital occupancy,337.0,Northern Ireland
2021-02-15,Daily hospital occupancy,335.0,Northern Ireland
2021-02-16,Daily hospital occupancy,316.0,Northern Ireland
2021-02-17,Daily hospital occupancy,303.0,Northern Ireland
2021-02-18,Daily hospital occupancy,298.0,Northern Ireland
2021-02-19,Daily hospital occupancy,294.0,Northern Ireland
2021-02-20,Daily hospital occupancy,296.0,Northern Ireland
2021-02-21,Daily hospital occupancy,295.0,Northern Ireland
2021-02-22,Daily hospital occupancy,284.0,Northern Ireland
2021-02-23,Daily hospital occupancy,270.0,Northern Ireland
2021-02-24,Daily hospital occupancy,256.0,Northern Ireland
2021-02-25,Daily hospital occupancy,242.0,Northern Ireland
2021-02-26,Daily hospital occupancy,224.0,Northern Ireland
2021-02-27,Daily hospital occupancy,218.0,Northern Ireland
2021-02-28,Daily hospital occupancy,220.0,Northern Ireland
2021-03-01,Daily hospital occupancy,205.0,Northern Ireland
2021-03-02,Daily hospital occupancy,194.0,Northern Ireland
2021-03-03,Daily hospital occupancy,185.0,Northern Ireland
2021-03-04,Daily hospital occupancy,180.0,Northern Ireland
2021-03-05,Daily hospital occupancy,168.0,Northern Ireland
2021-03-06,Daily hospital occupancy,167.0,Northern Ireland
2021-03-07,Daily hospital occupancy,168.0,Northern Ireland
2021-03-08,Daily hospital occupancy,165.0,Northern Ireland
2021-03-09,Daily hospital occupancy,146.0,Northern Ireland
2021-03-10,Daily hospital occupancy,139.0,Northern Ireland
2021-03-11,Daily hospital occupancy,135.0,Northern Ireland
2021-03-12,Daily hospital occupancy,131.0,Northern Ireland
2021-03-13,Daily hospital occupancy,136.0,Northern Ireland
2021-03-14,Daily hospital occupancy,135.0,Northern Ireland
2021-03-15,Daily hospital occupancy,125.0,Northern Ireland
2021-03-16,Daily hospital occupancy,120.0,Northern Ireland
2021-03-17,Daily hospital occupancy,121.0,Northern Ireland
2021-03-18,Daily hospital occupancy,113.0,Northern Ireland
2021-03-19,Daily hospital occupancy,109.0,Northern Ireland
2021-03-20,Daily hospital occupancy,108.0,Northern Ireland
2021-03-21,Daily hospital occupancy,115.0,Northern Ireland
2021-03-22,Daily hospital occupancy,110.0,Northern Ireland
2021-03-23,Daily hospital occupancy,110.0,Northern Ireland
2021-03-24,Daily hospital occupancy,106.0,Northern Ireland
2021-03-25,Daily hospital occupancy,102.0,Northern Ireland
2021-03-26,Daily hospital occupancy,93.0,Northern Ireland
2021-03-27,Daily hospital occupancy,95.0,Northern Ireland
2021-03-28,Daily hospital occupancy,97.0,Northern Ireland
2021-03-29,Daily hospital occupancy,94.0,Northern Ireland
2021-03-30,Daily hospital occupancy,86.0,Northern Ireland
2021-03-31,Daily hospital occupancy,77.0,Northern Ireland
2021-04-01,Daily hospital occupancy,79.0,Northern Ireland
2021-04-02,Daily hospital occupancy,77.0,Northern Ireland
2021-04-03,Daily hospital occupancy,80.0,Northern Ireland
2021-04-04,Daily hospital occupancy,78.0,Northern Ireland
2021-04-05,Daily hospital occupancy,75.0,Northern Ireland
2021-04-06,Daily hospital occupancy,76.0,Northern Ireland
2021-04-07,Daily hospital occupancy,72.0,Northern Ireland
2021-04-08,Daily hospital occupancy,63.0,Northern Ireland
2021-04-09,Daily hospital occupancy,59.0,Northern Ireland
2021-04-10,Daily hospital occupancy,66.0,Northern Ireland
2021-04-11,Daily hospital occupancy,66.0,Northern Ireland
2021-04-12,Daily hospital occupancy,60.0,Northern Ireland
2021-04-13,Daily hospital occupancy,57.0,Northern Ireland
2021-04-14,Daily hospital occupancy,53.0,Northern Ireland
2021-04-15,Daily hospital occupancy,51.0,Northern Ireland
2021-04-16,Daily hospital occupancy,53.0,Northern Ireland
2021-04-17,Daily hospital occupancy,51.0,Northern Ireland
